assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
495630,10030,Hexanchus griseus,ANIMALIA,CHORDATA,HEXANCHIFORMES,CHONDRICHTHYES,HEXANCHIDAE,Hexanchus,griseus,,,,"(Bonnaterre, 1788)",Near Threatened,A2bd,3.1,Decreasing,Global
495907,10041,Heosemys annandalii,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Heosemys,annandalii,,,,"(Boulenger in Annandale &amp; Robinson, 1903)",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
497499,132523146,Hubbsina turneri,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,GOODEIDAE,Hubbsina,turneri,,,,"(de Buen, 1940)",Critically Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Decreasing,Global
497550,10267,Hungerfordia pelewensis,ANIMALIA,MOLLUSCA,ARCHITAENIOGLOSSA,GASTROPODA,DIPLOMMATINIDAE,Hungerfordia,pelewensis,,,,"Beddome, 1889",Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global
498370,10767,Ictalurus australis,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,ICTALURIDAE,Ictalurus,australis,,,,"(Meek, 1904)",Data Deficient,,3.1,Decreasing,Global
498476,10769,Ictalurus mexicanus,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,ICTALURIDAE,Ictalurus,mexicanus,,,,"(Meek, 1904)",Vulnerable,D2,3.1,Unknown,Global
498639,1078,Ambloplites cavifrons,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CENTRARCHIDAE,Ambloplites,cavifrons,,,,"Cope, 1868",Least Concern,,3.1,Stable,Global
498726,10803,Iguanognathus werneri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Iguanognathus,werneri,,,,"Boulenger, 1898",Data Deficient,,3.1,,Global
498826,132521900,Ilyodon whitei,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,GOODEIDAE,Ilyodon,whitei,,,,(Meek 1904),Least Concern,,3.1,Decreasing,Global
499158,10825,Indotestudo forstenii,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TESTUDINIDAE,Indotestudo,forstenii,,,,"(Schlegel &amp; Müller, 1845)",Critically Endangered,A4cd,3.1,Decreasing,Global
499618,10950,Pangshura sylhetensis,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Pangshura,sylhetensis,,,,"Jerdon, 1870",Critically Endangered,A2cd+4cd,3.1,Decreasing,Global
500479,11058,Kubaryia pilikia,ANIMALIA,MOLLUSCA,LITTORINIMORPHA,GASTROPODA,ASSIMINEIDAE,Kubaryia,pilikia,,,,"Clench, 1948",Critically Endangered,B1ab(iii),3.1,Unknown,Global
500780,11150,Lagocephalus gloveri,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Lagocephalus,gloveri,,,,"Abe &amp; Tabeta, 1983",Data Deficient,,3.1,Decreasing,Global
500918,1117,Ameca splendens,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,GOODEIDAE,Ameca,splendens,,,,"Gartner, 1981",Critically Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Decreasing,Global
500969,11200,Lamna nasus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,LAMNIDAE,Lamna,nasus,,,,"(Bonnaterre, 1788)",Vulnerable,A2bd,3.1,Decreasing,Global
501662,11242,Lampsilis rafinesqueana,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lampsilis,rafinesqueana,,,,"Frierson, 1927",Endangered,A2ac,3.1,Decreasing,Global
501876,11249,Lampsilis abrupta,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lampsilis,abrupta,,,,"(Say, 1831)",Vulnerable,A2ace,3.1,Decreasing,Global
502085,11250,Hamiota altilis,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Hamiota,altilis,,,,"(Conrad, 1834)",Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
502298,11256,Obovaria haddletoni,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Obovaria,haddletoni,,,,"(Athearn, 1964)",Critically Endangered,A2ac,3.1,,Global
502451,11257,Lampsilis ornata,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lampsilis,ornata,,,,"(Conrad, 1835)",Least Concern,,3.1,Stable,Global
502583,11263,Lampsilis splendida,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lampsilis,splendida,,,,"(Lea, 1838)",Least Concern,,3.1,Stable,Global
502725,11361,Lasmigona subviridis,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lasmigona,subviridis,,,,"Conrad, 1835",Least Concern,,3.1,Decreasing,Global
502943,11479,Lemiox rimosus,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lemiox,rimosus,,,,"(Rafinesque, 1831)",Critically Endangered,"B1ab(i,ii,iii,iv)",3.1,Decreasing,Global
503146,11481,Lemmus lemmus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Lemmus,lemmus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global & Europe
503405,11686,Leptodea ochracea,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Leptodea,ochracea,,,,"(Say, 1817)",Near Threatened,,3.1,Decreasing,Global
503764,11785,Leptoxis taeniata,ANIMALIA,MOLLUSCA,SORBEOCONCHA,GASTROPODA,PLEUROCERIDAE,Leptoxis,taeniata,,,,"(Conrad, 1834)",Endangered,"B1ab(i,ii,iii)",3.1,Decreasing,Global
503908,11797,Lepus castroviejoi,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,castroviejoi,,,,"Palacios, 1977",Vulnerable,B1ab(v),3.1,Decreasing,"Global, Europe & Mediterranean"
504863,11922,Pleuronaia dolabelloides,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Pleuronaia,dolabelloides,,,,"(Lea, 1840)",Endangered,"B1ab(i,ii,iii,v)",3.1,Decreasing,Global
505402,12124,Lissemys scutata,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Lissemys,scutata,,,,"(Peters, 1868)",Least Concern,,3.1,Stable,Global
505458,12137,Lithognathus lithognathus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Lithognathus,lithognathus,,,,"(Cuvier, 1829)",Endangered,"A2bcd; B2ab(ii,v)",3.1,Decreasing,Global
506299,12395,Lucania interioris,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,FUNDULIDAE,Lucania,interioris,,,,"Hubbs &amp; Miller, 1965",Endangered,"B1ab(i,iii)c(i,iii)",3.1,Unknown,Global
506633,12417,Lutjanus cyanopterus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LUTJANIDAE,Lutjanus,cyanopterus,,,,"(Cuvier, 1828)",Vulnerable,A2bd,3.1,Decreasing,Global
507698,12695,Malaclemys terrapin,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,EMYDIDAE,Malaclemys,terrapin,,,,"(Schoepff, 1793)",Vulnerable,A4acde,3.1,Decreasing,Global
508210,12696,Malacochersus tornieri,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TESTUDINIDAE,Malacochersus,tornieri,,,,"(Siebenrock, 1903)",Critically Endangered,A4abcd,3.1,Decreasing,Global
508518,12775,Manouria impressa,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TESTUDINIDAE,Manouria,impressa,,,,"(Günther, 1882)",Endangered,A2cd,3.1,Decreasing,Global
508612,12776,Mantella aurantiaca,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Mantella,aurantiaca,,,,"Mocquard, 1900",Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global
509635,12800,Margaritifera marrianae,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,MARGARITIFERIDAE,Margaritifera,marrianae,,,,"Johnson, 1983",Endangered,A2c,3.1,Decreasing,Global
509782,12803,Margaritifera hembeli,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,MARGARITIFERIDAE,Margaritifera,hembeli,,,,"Conrad, 1838",Critically Endangered,A2abc,3.1,Decreasing,Global
510082,12835,Marmota marmota,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Marmota,marmota,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global & Europe
510370,12927,Medionidus parvulus,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Medionidus,parvulus,,,,"I. Lea, 1860",Endangered,"B1ab(i,ii,iii,iv)",3.1,Decreasing,Global
510583,12930,Medionidus walkeri,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Medionidus,walkeri,,,,"(Wright, 1897)",Critically Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Decreasing,Global
510761,12953,Megalagrion jugorum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,jugorum,,,,"(Perkins, 1899)",Critically Endangered,B1ab(iii),3.1,Unknown,Global
510839,12958,Megalagrion oceanicum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,oceanicum,,,,"McLachlan, 1883",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
510946,12959,Megalagrion pacificum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,pacificum,,,,"(McLachlan, 1883)",Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
511063,12960,Megalagrion xanthomelas,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,xanthomelas,,,,"(Selys, 1876)",Endangered,"B2ab(ii,iii)",3.1,Unknown,Global
511184,12961,Megalagrion oahuense,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Megalagrion,oahuense,,,,"(Blackburn, 1884)",Vulnerable,D2,3.1,Unknown,Global
511283,13013,Megupsilon aporus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,CYPRINODONTIDAE,Megupsilon,aporus,,,,"Miller &amp; Walters, 1972",Extinct,,3.1,,Global
511335,1301,Anhydrophryne rattrayi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PYXICEPHALIDAE,Anhydrophryne,rattrayi,,,,"Hewitt, 1919",Vulnerable,B1ab(iii),3.1,Unknown,Global
511526,13038,Melanochelys tricarinata,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Melanochelys,tricarinata,,,,"(Blyth, 1856)",Endangered,A4cd,3.1,Decreasing,Global
511745,13039,Melanochelys trijuga,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,GEOEMYDIDAE,Melanochelys,trijuga,,,,"(Schweigger, 1812)",Least Concern,,3.1,Decreasing,Global
512306,13145,Menidia conchorum,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINOPSIDAE,Menidia,conchorum,,,,"Hildebrand &amp; Ginsburg, 1927",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,"Global, Caribbean & Gulf of Mexico"
513175,13462,Microtus felteni,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,felteni,,,,"Malec &amp; Storch, 1963",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
513559,13486,Microtus thomasi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,thomasi,,,,"(Barrett-Hamilton, 1903)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
513663,13490,Microtus multiplex,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,multiplex,,,,"(Fatio, 1905)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
513760,13491,Microtus savii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,savii,,,,"(de Selys-Longchamps, 1838)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
513875,13493,Microtus duodecimcostatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,duodecimcostatus,,,,"(de Selys-Longchamps, 1839)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
513980,13494,Microtus lusitanicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,lusitanicus,,,,"(Gerbe, 1879)",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
514996,13520,Mictocaris halope,ANIMALIA,ARTHROPODA,MICTACEA,MALACOSTRACA,MICTOCARIDIDAE,Mictocaris,halope,,,,"Bowman &amp; Iliffe, 1985",Critically Endangered,"B1ab(iii,iv)+2ab(iii,iv)",3.1,Unknown,Global
516093,135803,Bolitoglossa bramei,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,bramei,,,,"Wake, Savage &amp; Hanken, 2007",Least Concern,,3.1,Stable,Global
516369,135889,Telmatobius sanborni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,sanborni,,,,"Schmidt, 1954",Critically Endangered,A2ace+4ace,3.1,Decreasing,Global
516500,135968,Chimerella mariaelenae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Chimerella,mariaelenae,,,,"(Cisneros-Heredia &amp; McDiarmid, 2006)",Least Concern,,3.1,Unknown,Global
516817,136015,Pristimantis aquilonaris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,aquilonaris,,,,"Lehr, Aguilar, Siu-Ting and Jordán, 2007",Least Concern,,3.1,Stable,Global
517178,136036,Ctenophryne barbatula,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Ctenophryne,barbatula,,,,"(Lehr &amp; Trueb, 2007)",Endangered,B1ab(iii),3.1,Unknown,Global
517485,136055,Anodonthyla moramora,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,moramora,,,,"Glaw &amp; Vences, 2005",Endangered,B1ab(iii),3.1,Decreasing,Global
517629,136056,Zhangixalus yinggelingensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Zhangixalus,yinggelingensis,,,,"(Chou, Lau &amp; Chan, 2007)",Vulnerable,D2,3.1,Stable,Global
517753,136082,Bolitoglossa gomezi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,gomezi,,,,"Wake, Savage &amp; Hanken, 2007",Endangered,B1ab(iii),3.1,Decreasing,Global
517865,136129,Telmatobius punctatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,punctatus,,,,"Vellard, 1955",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
518002,78526171,Oreobates lehri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Oreobates,lehri,,,,"(Padial, Chaparro &amp; De la Riva, 2007)",Endangered,B1ab(iii),3.1,Unknown,Global
518440,136498,Microtus liechtensteini,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,liechtensteini,,,,"(Wettstein, 1927)",Least Concern,,3.1,Unknown,Global & Europe
518549,136503,Plecotus sardus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Plecotus,sardus,,,,"Mucedda, Kiefer, Pidinchedda, &amp; Veith, 2002",Vulnerable,B2ab(iii),3.1,Decreasing,"Global, Europe & Mediterranean"
518646,136536,Microtus brachycercus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,brachycercus,,,,"Lehmann, 1961",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
518740,136680,Myotis alcathoe,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,alcathoe,,,,"von Helversen &amp; Heller, 2001",Data Deficient,,3.1,Unknown,Global & Europe
519016,136773,Uromys boeadii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Uromys,boeadii,,,,"Groves &amp; Flannery, 1994",Critically Endangered,A4cd,3.1,Decreasing,Global
519144,136814,Sorex antinorii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,antinorii,,,,"Bonaparte, 1840",Least Concern,,3.1,Unknown,"Global, Europe & Mediterranean"
519247,136816,Apodemus epimelas,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Apodemus,epimelas,,,,"(Nehring, 1902)",Least Concern,,3.1,Stable,"Global, Europe & Mediterranean"
519366,137066,Catharsius rhinoceros,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Catharsius,rhinoceros,,,,"Klug, 1855",Data Deficient,,3.1,Unknown,Global
519435,137070,Deltochilum icarus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltochilum,icarus,,,,"(Olivier, 1789)",Least Concern,,3.1,Unknown,Global
519463,137072,Copris victorini,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,victorini,,,,"Boheman, 1857",Data Deficient,,3.1,Unknown,Global
519491,137074,Paraphytus africanus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Paraphytus,africanus,,,,"Boucomont, 1923",Data Deficient,,3.1,Unknown,Global
519505,137075,Coptorhina nitefacta,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptorhina,nitefacta,,,,"Gillet, 1932",Data Deficient,,3.1,Unknown,Global
519628,137079,Anomiopus parallelus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,parallelus,,,,"(Harold, 1862)",Least Concern,,3.1,Unknown,Global
519642,137080,Cheironitis indicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cheironitis,indicus,,,,"Lansberge, 1875",Data Deficient,,3.1,Unknown,Global
519678,137083,Ateuchus latus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,latus,,,,"(Boucomont, 1928)",Least Concern,,3.1,Unknown,Global
519692,137084,Onthophagus manya,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,manya,,,,"Matthews, 1972",Least Concern,,3.1,Unknown,Global
519714,137086,Canthidium calidum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,calidum,,,,"Harold, 1880",Data Deficient,,3.1,Unknown,Global
519862,137094,Onitis parvulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,parvulus,,,,"Balthasar, 1963",Data Deficient,,3.1,Unknown,Global
519876,137095,Canthon divinator,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,divinator,,,,"Gistel, 1857",Data Deficient,,3.1,Unknown,Global
519904,137097,Coptodactyla lesnei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptodactyla,lesnei,,,,"Paulian, 1933",Least Concern,,3.1,Unknown,Global
519918,137098,Onitis granulisetosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,granulisetosus,,,,"Ferreira, 1976",Least Concern,,3.1,Unknown,Global
519932,137099,Anomiopus bonariensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,bonariensis,,,,"(Bruch, 1925)",Least Concern,,3.1,Unknown,Global
519946,137100,Cryptocanthon nebulinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,nebulinus,,,,"Howden, 1973",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
519968,137103,Scarabaeus namibicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,namibicus,,,,"Krajcik, 2006",Least Concern,,3.1,Unknown,Global
520010,137106,Anisocanthon pygmaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anisocanthon,pygmaeus,,,,"(Gillet, 1911)",Data Deficient,,3.1,Unknown,Global
520024,137107,Heliocopris faunus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Heliocopris,faunus,,,,"Boheman, 1857",Least Concern,,3.1,Unknown,Global
520038,137108,Ateuchus euchalceus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,euchalceus,,,,"(Balthasar, 1939)",Data Deficient,,3.1,Unknown,Global
520094,137112,Canthidium luteum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,luteum,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
520178,137118,Canthon gemellatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,gemellatus,,,,"Erichson, 1847",Data Deficient,,3.1,Unknown,Global
520192,137119,Onthophagus lamgalio,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,lamgalio,,,,"Matthews, 1972",Data Deficient,,3.1,Unknown,Global
520220,137121,Scatonomus xanthopygus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scatonomus,xanthopygus,,,,"Pereira, 1954",Data Deficient,,3.1,Unknown,Global
520234,137122,Epirinus gratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Epirinus,gratus,,,,"Péringuey, 1901",Least Concern,,3.1,Unknown,Global
520248,137123,Neosisyphus macrorubrus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Neosisyphus,macrorubrus,,,,"(Paschalidis, 1974)",Least Concern,,3.1,Unknown,Global
520414,137131,Canthon corpulentus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,corpulentus,,,,"Harold, 1868",Vulnerable,B2ab(iii),3.1,Unknown,Global
520484,137136,Onthophagus rufosignatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,rufosignatus,,,,"Macleay, 1864",Least Concern,,3.1,Unknown,Global
520498,137137,Thyregis relictus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Thyregis,relictus,,,,"Matthews, 1976",Data Deficient,,3.1,Unknown,Global
520526,137139,Dicranocara deschodti,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dicranocara,deschodti,,,,"Frolov &amp; Scholtz, 2003",Least Concern,,3.1,Unknown,Global
520644,137149,Sulcophanaeus actaeon,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sulcophanaeus,actaeon,,,,"(Erichson, 1847)",Data Deficient,,3.1,Unknown,Global
520658,137150,Anomiopus smaragdinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,smaragdinus,,,,"(Westwood, 1842)",Least Concern,,3.1,Unknown,Global
520672,137151,Bdelyrus grandis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,grandis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
520708,137154,Scarabaeus galenus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,galenus,,,,"Westwood, 1847",Least Concern,,3.1,Unknown,Global
520722,137155,Frankenbergerius opacus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Frankenbergerius,opacus,,,,"Frolov &amp; Scholtz, 2005",Data Deficient,,3.1,Unknown,Global
520778,137159,Onthophagus villanuevai,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,villanuevai,,,,"Delgado &amp; Deloya, 1990",Near Threatened,,3.1,Decreasing,Global
520792,137160,Canthon podagricus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,podagricus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
520806,137161,Eodrepanus fastiditus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Eodrepanus,fastiditus,,,,"(Péringuey, 1901)",Least Concern,,3.1,Unknown,Global
520834,137163,Dichotomius nimuendaju,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,nimuendaju,,,,"Luederwaldt, 1925",Least Concern,,3.1,Unknown,Global
520848,137164,Canthon indigaceus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,indigaceus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
520862,137165,Cryptocanthon genieri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,genieri,,,,"Cook, 2002",Near Threatened,,3.1,Unknown,Global
520876,137166,Frankenbergerius armatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Frankenbergerius,armatus,,,,"(Boheman, 1857)",Least Concern,,3.1,Unknown,Global
520965,137169,Coprophanaeus terrali,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,terrali,,,,"Arnaud, 2002",Data Deficient,,3.1,Unknown,Global
521007,137172,Dichotomius worontzowi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,worontzowi,,,,"(Pereira, 1942)",Least Concern,,3.1,Unknown,Global
521021,137173,Onthophagus lacustris,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,lacustris,,,,"Harold, 1877",Least Concern,,3.1,Unknown,Global
521057,137177,Onitis aeruginosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,aeruginosus,,,,"Klug, 1855",Data Deficient,,3.1,Unknown,Global
521071,137178,Phanaeus daphnis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Phanaeus,daphnis,,,,"Harold, 1863",Least Concern,,3.1,Stable,Global
