order,genus_species,maturity_d,interbirth_d,longevity_m,litter_size_ind
Artiodactyla,Camelus_dromedarius,1947.94,614.41,480.0,0.98
Carnivora,Canis_adustus,249.88,,137.0,4.5
Carnivora,Canis_aureus,371.23,365.0,192.0,3.74
Carnivora,Canis_latrans,372.9,365.0,262.0,5.72
Carnivora,Canis_lupus,679.37,365.0,354.0,4.98
Artiodactyla,Bos_frontalis,610.97,403.02,314.4,1.22
Artiodactyla,Bos_grunniens,755.15,,267.0,1.0
Artiodactyla,Bos_javanicus,797.31,,318.96,1.22
Primates,Callicebus_cupreus,,395.41,,1.01
Primates,Callicebus_discolor,,,,
Primates,Callicebus_donacophilus,,,,1.02
Primates,Callicebus_dubius,,,,1.02
Primates,Callicebus_hoffmannsi,,,,1.02
Primates,Callicebus_lucifer,,,,
Primates,Callicebus_lugens,,,,
Primates,Callicebus_medemi,,,,
Primates,Callicebus_melanochir,,,,
Primates,Callicebus_modestus,,,,1.02
Didelphimorphia,Caluromys_derbianus,251.71,,60.0,3.14
Didelphimorphia,Caluromys_lanatus,,,60.0,
Didelphimorphia,Caluromys_philander,314.52,166.5,76.0,4.18
Didelphimorphia,Caluromysiops_irrupta,,,94.0,2.0
Cingulata,Calyptophractus_retusus,,,144.0,
Artiodactyla,Camelus_bactrianus,1330.6,730.0,480.0,1.39
Artiodactyla,Bos_sauveli,755.15,,,
Artiodactyla,Bos_taurus,755.15,,240.0,
Artiodactyla,Boselaphus_tragocamelus,,400.5,260.4,1.39
Rodentia,Brachiones_przewalskii,,,,
Carnivora,Canis_mesomelas,241.4,273.75,168.0,3.89
Carnivora,Canis_simensis,754.74,365.0,,
Rodentia,Cannomys_badius,,,48.0,2.0
Rodentia,Cansumys_canus,,,,
Cetacea,Caperea_marginata,,,,0.98
Artiodactyla,Capra_caucasica,1015.0,,264.0,1.09
Artiodactyla,Capra_falconeri,1015.0,,168.0,1.73
Artiodactyla,Capra_hircus,498.97,365.0,249.6,1.45
Artiodactyla,Capra_ibex,838.54,547.5,267.6,1.11
Erinaceomorpha,Atelerix_algirus,,,84.0,2.5
Erinaceomorpha,Atelerix_frontalis,411.43,,,4.99
Erinaceomorpha,Atelerix_sclateri,,,,
Primates,Ateles_belzebuth,,,336.0,1.02
Primates,Ateles_chamek,,,,
Primates,Ateles_fusciceps,1799.68,851.66,288.0,1.01
Primates,Ateles_geoffroyi,2104.57,1048.15,327.6,1.01
Primates,Ateles_hybridus,,,,
Primates,Ateles_marginatus,,,,
Primates,Ateles_paniscus,2104.57,1072.18,453.6,1.0
Primates,Callicebus_moloch,1262.74,365.0,303.6,1.01
Primates,Callicebus_nigrifrons,,,,
Primates,Callicebus_oenanthe,,,,1.02
Primates,Callicebus_olallae,,,,1.02
Primates,Callicebus_ornatus,,,,
Primates,Callicebus_pallescens,,,,
Primates,Callicebus_personatus,,,,1.01
Primates,Callicebus_purinus,,,,
Primates,Callicebus_regulus,,,,
Primates,Callicebus_stephennashi,,,,
Primates,Callicebus_torquatus,1683.65,,,1.01
Primates,Callimico_goeldii,413.84,182.5,214.8,1.05
Rodentia,Callistomys_pictus,,,,
Primates,Callithrix_acariensis,,,,
Primates,Callithrix_argentata,701.52,219.6,201.6,1.84
Primates,Callithrix_aurita,,,,2.0
Primates,Callithrix_chrysoleuca,,,,
Primates,Callithrix_emiliae,,,,
Primates,Callithrix_flaviceps,,,,2.0
Primates,Callithrix_geoffroyi,,,,
Primates,Callithrix_humeralifera,,,180.0,
Primates,Callithrix_humilis,,,,
Primates,Callithrix_intermedia,,,,2.0
Primates,Callithrix_jacchus,455.99,159.8,201.6,2.31
Primates,Callithrix_kuhlii,,,,
Primates,Callithrix_leucippe,,,,
Primates,Callithrix_manicorensis,,,,
Primates,Callithrix_marcai,,,,
Primates,Callithrix_mauesi,,,,
Primates,Callithrix_melanura,,,,
Primates,Callithrix_nigriceps,,,,2.0
Primates,Callithrix_penicillata,,,,2.0
Primates,Callithrix_pygmaea,708.5,182.5,181.2,1.93
Primates,Callithrix_saterei,,,,
Carnivora,Callorhinus_ursinus,1683.65,365.0,420.0,1.04
Rodentia,Callosciurus_adamsi,,,,1.94
Rodentia,Callosciurus_albescens,,,,
Rodentia,Callosciurus_baluensis,,,,3.0
Rodentia,Callosciurus_caniceps,,,114.0,2.19
Rodentia,Callosciurus_erythraeus,,,193.2,1.94
Rodentia,Callosciurus_finlaysonii,,,,
Rodentia,Callosciurus_inornatus,,,,
Rodentia,Callosciurus_melanogaster,,,,
Rodentia,Callosciurus_nigrovittatus,,,,2.36
Rodentia,Callosciurus_notatus,413.84,,115.2,2.62
Rodentia,Callosciurus_orestes,,,,3.0
Rodentia,Callosciurus_phayrei,,,,
Rodentia,Callosciurus_prevostii,,,68.0,1.29
Rodentia,Callosciurus_pygerythrus,,,,
Rodentia,Callosciurus_quinquestriatus,,,,
Rodentia,Calomys_boliviae,,,,
Rodentia,Calomys_callidus,13.57,,,
Rodentia,Calomys_callosus,43.18,21.0,,4.91
Rodentia,Calomys_expulsus,,,,
Rodentia,Calomys_hummelincki,,,,
Rodentia,Calomys_laucha,,,,5.3
Rodentia,Calomys_lepidus,,20.75,,4.29
Rodentia,Calomys_musculinus,76.03,,,6.27
Rodentia,Calomys_sorellus,,,,
Rodentia,Calomys_tener,,,,
Rodentia,Calomys_tocantinsi,,,,
Rodentia,Calomys_venustus,,,,
Rodentia,Calomyscus_bailwardi,,,,4.0
Rodentia,Calomyscus_baluchi,,,,
Rodentia,Calomyscus_elburzensis,,,,
Rodentia,Calomyscus_grandis,,,,
Rodentia,Calomyscus_hotsoni,,,,
Rodentia,Calomyscus_mystax,,,,4.99
Rodentia,Calomyscus_tsolovi,,,,
Rodentia,Calomyscus_urartensis,,,,
Diprotodontia,Caloprymnus_campestris,,,156.0,1.0
Carnivora,Atelocynus_microtis,,,132.0,
Rodentia,Atherurus_africanus,,,274.8,1.5
Rodentia,Atherurus_macrourus,,,,1.5
Carnivora,Atilax_paludinosus,234.83,182.5,209.0,2.0
Rodentia,Atlantoxerus_getulus,,,108.0,
Rodentia,Auliscomys_boliviensis,,,,3.4
Rodentia,Auliscomys_pictus,,,,
Rodentia,Auliscomys_sublimis,,,,
Primates,Avahi_laniger,,365.0,,1.01
Primates,Avahi_occidentalis,,,,1.02
Primates,Avahi_unicolor,,,,
Artiodactyla,Axis_axis,543.68,425.83,249.6,1.01
Artiodactyla,Axis_calamianensis,,,,2.0
Artiodactyla,Axis_kuhlii,,,,1.22
Artiodactyla,Axis_porcinus,464.04,,240.0,1.0
Artiodactyla,Babyrousa_babyrussa,362.5,,288.0,1.73
Artiodactyla,Babyrousa_bolabatuensis,,,,
Artiodactyla,Babyrousa_celebensis,,,,
Cetacea,Balaenoptera_musculus,1959.8,821.25,1320.0,1.0
Cetacea,Balaenoptera_physalus,2666.41,730.0,1392.0,1.01
Chiroptera,Balantiopteryx_infusca,,,,
Chiroptera,Balantiopteryx_io,,,,1.0
Chiroptera,Balantiopteryx_plicata,,,,0.99
Chiroptera,Balionycteris_maculata,,,,1.0
Rodentia,Bandicota_bengalensis,63.52,61.9,,7.29
Rodentia,Bandicota_indica,145.81,71.25,,6.12
Artiodactyla,Cephalophus_niger,,,122.04,1.0
Artiodactyla,Cephalophus_nigrifrons,,,236.4,
Artiodactyla,Cephalophus_ogilbyi,,,,1.0
Artiodactyla,Cephalophus_rufilatus,,,114.0,1.0
Artiodactyla,Cephalophus_silvicultor,,306.0,207.96,1.0
Artiodactyla,Cephalophus_spadix,,,65.04,
Artiodactyla,Cephalophus_weynsi,,,183.0,
Artiodactyla,Cephalophus_zebra,,,146.04,1.0
Cetacea,Cephalorhynchus_commersonii,2207.29,,216.0,0.98
Cetacea,Cephalorhynchus_eutropia,,,,0.97
Cetacea,Cephalorhynchus_heavisidii,,,,0.97
Cetacea,Cephalorhynchus_hectori,2768.53,,240.0,1.0
Perissodactyla,Ceratotherium_simum,2741.23,967.25,600.0,1.0
Diprotodontia,Cercartetus_caudatus,464.04,183.0,38.4,2.37
Diprotodontia,Cercartetus_concinnus,,122.0,,4.6
Diprotodontia,Cercartetus_lepidus,,365.0,,3.33
Diprotodontia,Cercartetus_nanus,193.8,139.25,96.0,3.96
Primates,Cercocebus_agilis,,,,
Primates,Cercocebus_atys,1321.67,394.2,321.6,1.01
Primates,Cercocebus_chrysogaster,,,,
Primates,Cercocebus_galeritus,2735.94,,252.0,1.01
Primates,Cercocebus_sanjei,,,,
Primates,Cercocebus_torquatus,1318.86,434.35,360.0,1.01
Primates,Cercopithecus_albogularis,,,,1.02
Primates,Cercopithecus_ascanius,1718.73,1580.45,339.6,1.01
Primates,Cercopithecus_campbelli,,,396.0,1.02
Primates,Cercopithecus_cephus,1521.9,,276.0,1.01
Primates,Cercopithecus_denti,,,,1.02
Primates,Cercopithecus_diana,2279.95,365.0,447.6,1.01
Primates,Cercopithecus_doggetti,,,,
Primates,Cercopithecus_dryas,,,,1.02
Primates,Cercopithecus_erythrogaster,,,,1.02
Primates,Cercopithecus_erythrotis,,,,1.02
Primates,Cercopithecus_hamlyni,,,,
Primates,Cercopithecus_kandti,,,,
Primates,Cercopithecus_lhoesti,,485.45,192.0,1.0
Primates,Cercopithecus_lowei,,,,
Primates,Cercopithecus_mitis,2049.25,565.75,325.2,1.0
Primates,Cercopithecus_mona,,,360.0,1.0
Primates,Cercopithecus_neglectus,2076.39,584.0,315.6,1.02
Primates,Cercopithecus_nictitans,1684.59,,276.0,1.0
Primates,Cercopithecus_petaurista,,,228.0,1.02
Primates,Cercopithecus_pogonias,1684.59,,289.2,1.01
Primates,Cercopithecus_preussi,,,,1.02
Primates,Cercopithecus_roloway,,,,
Primates,Cercopithecus_sclateri,,,,1.02
Primates,Cercopithecus_solatus,,547.5,,1.01
Primates,Cercopithecus_wolfi,,,,1.02
Carnivora,Cerdocyon_thous,279.15,243.33,138.0,3.09
Artiodactyla,Cervus_elaphus,659.91,,321.6,1.09
Artiodactyla,Cervus_nippon,518.12,,305.04,1.0
Chiroptera,Chaerephon_aloysiisabaudiae,,,,
Chiroptera,Chaerephon_ansorgei,,,,
Chiroptera,Chaerephon_bemmeleni,,,,
Chiroptera,Chaerephon_bivittatus,,,,
Chiroptera,Chaerephon_bregullae,,,,
Chiroptera,Chaerephon_chapini,,,,
Chiroptera,Chaerephon_gallagheri,,,,
Chiroptera,Chaerephon_jobensis,,,,
Chiroptera,Chaerephon_johorensis,,,,
Chiroptera,Chaerephon_leucogaster,,,,
Chiroptera,Chaerephon_major,,,,1.0
Chiroptera,Chaerephon_nigeriae,,,,
Chiroptera,Chaerephon_plicatus,,,,0.99
Chiroptera,Chaerephon_pumilus,140.97,,60.0,1.0
Chiroptera,Chaerephon_russatus,,,,0.99
Chiroptera,Chaerephon_shortridgei,,,,
Chiroptera,Chaerephon_solomonis,,,,
Chiroptera,Chaerephon_tomensis,,,,
Peramelemorphia,Chaeropus_ecaudatus,,,,1.41
Rodentia,Chaetocauda_sichuanensis,,,,
Rodentia,Chaetodipus_arenarius,,,,2.91
Rodentia,Chaetodipus_artus,,,,
Rodentia,Chaetodipus_baileyi,,,,3.68
Rodentia,Chaetodipus_californicus,,,,4.0
Rodentia,Chaetodipus_dalquesti,,,,
Rodentia,Chaetodipus_eremicus,,,,
Rodentia,Chaetodipus_fallax,168.83,,99.6,3.45
Rodentia,Chaetodipus_formosus,377.57,,60.0,5.28
Rodentia,Chaetodipus_goldmani,,,,
Rodentia,Chaetodipus_hispidus,,,,5.34
Rodentia,Chaetodipus_intermedius,,,,5.53
Rodentia,Chaetodipus_lineatus,,,,
Rodentia,Chaetodipus_nelsoni,,,,3.46
Rodentia,Chaetodipus_penicillatus,,,,3.4
Rodentia,Chaetodipus_pernix,,,,
Rodentia,Chaetodipus_rudinoris,,,,
Rodentia,Chaetodipus_spinatus,,,,3.5
Rodentia,Cricetulus_barabensis,,,,6.06
Rodentia,Cricetulus_kamensis,,,,
Rodentia,Cricetulus_longicaudatus,,,,5.71
Rodentia,Cricetulus_migratorius,,,,5.2
Rodentia,Cricetulus_sokolovi,,,,
Rodentia,Cricetus_cricetus,86.48,131.4,48.0,7.14
Soricomorpha,Crocidura_aleksandrisi,,,,
Soricomorpha,Crocidura_allex,,,,3.99
Soricomorpha,Crocidura_andamanensis,,,,
Soricomorpha,Crocidura_ansellorum,,,,
Soricomorpha,Crocidura_arabica,,,,
Soricomorpha,Crocidura_arispa,,,,
Soricomorpha,Crocidura_armenica,,,,
Soricomorpha,Crocidura_attenuata,,,,0.99
Soricomorpha,Crocidura_attila,,,,
Soricomorpha,Crocidura_baileyi,,,,
Soricomorpha,Crocidura_baluensis,,,,
Soricomorpha,Crocidura_batesi,,,,
Soricomorpha,Crocidura_beatus,,,,
Soricomorpha,Crocidura_beccarii,,,,
Soricomorpha,Crocidura_bottegi,,,,2.99
Soricomorpha,Crocidura_bottegoides,,,,
Soricomorpha,Crocidura_brunnea,,,,
Soricomorpha,Crocidura_buettikoferi,,,,2.99
Soricomorpha,Crocidura_caliginea,,,,
Soricomorpha,Crocidura_canariensis,,,,
Soricomorpha,Crocidura_caspica,,,,
Soricomorpha,Crocidura_cinderella,,,,
Soricomorpha,Crocidura_congobelgica,,,,
Soricomorpha,Crocidura_crenata,,,,
Soricomorpha,Crocidura_crossei,,,,3.0
Soricomorpha,Crocidura_cyanea,,,,3.59
Soricomorpha,Crocidura_denti,,,,
Soricomorpha,Crocidura_desperata,,,,
Soricomorpha,Crocidura_dhofarensis,,,,
Soricomorpha,Crocidura_dolichura,,,,
Soricomorpha,Crocidura_douceti,,,,
Soricomorpha,Crocidura_dsinezumi,,,,4.29
Soricomorpha,Crocidura_eisentrauti,,,,1.99
Soricomorpha,Crocidura_elgonius,,,,
Soricomorpha,Crocidura_elongata,,,,
Soricomorpha,Crocidura_erica,,,,
Soricomorpha,Crocidura_fischeri,,,,
Soricomorpha,Crocidura_flavescens,,,,3.37
Soricomorpha,Crocidura_floweri,,,,
Soricomorpha,Crocidura_foetida,,,,
Soricomorpha,Crocidura_foxi,,,,1.99
Soricomorpha,Crocidura_fuliginosa,,,,1.73
Soricomorpha,Crocidura_fulvastra,,,,
Soricomorpha,Crocidura_fumosa,,,,3.74
Soricomorpha,Crocidura_fuscomurina,,,,3.0
Soricomorpha,Crocidura_glassi,,,,
Soricomorpha,Crocidura_gmelini,,,,
Soricomorpha,Crocidura_goliath,,,,
Soricomorpha,Crocidura_gracilipes,,,,2.99
Soricomorpha,Crocidura_grandiceps,,,,
Soricomorpha,Crocidura_grandis,,,,
Soricomorpha,Crocidura_grassei,,,,
Soricomorpha,Crocidura_grayi,,,,
Soricomorpha,Crocidura_greenwoodi,,,,
Soricomorpha,Crocidura_harenna,,,,
Soricomorpha,Crocidura_hildegardeae,,,,
Soricomorpha,Crocidura_hilliana,,,,
Soricomorpha,Crocidura_hirta,,59.0,,3.89
Soricomorpha,Crocidura_hispida,,,,
Soricomorpha,Crocidura_orii,,,,
Soricomorpha,Crocidura_palawanensis,,,,
Soricomorpha,Crocidura_paradoxura,,,,
Soricomorpha,Crocidura_parvipes,,,,
Soricomorpha,Crocidura_pasha,,,,
Soricomorpha,Crocidura_pergrisea,,,,
Soricomorpha,Crocidura_phaeura,,,,
Soricomorpha,Crocidura_picea,,,,
Soricomorpha,Crocidura_pitmani,,,,
Soricomorpha,Crocidura_planiceps,,,,3.0
Soricomorpha,Crocidura_poensis,,,,2.44
Soricomorpha,Crocidura_polia,,,,
Soricomorpha,Crocidura_pullata,,,,
Soricomorpha,Crocidura_raineyi,,,,
Soricomorpha,Crocidura_ramona,,,,
Soricomorpha,Crocidura_rapax,,,,
Soricomorpha,Crocidura_religiosa,,,,
Soricomorpha,Crocidura_rhoditis,,,,
Soricomorpha,Crocidura_roosevelti,,,,
Soricomorpha,Crocidura_russula,66.88,28.5,38.4,4.04
Soricomorpha,Crocidura_selina,,,,
Soricomorpha,Crocidura_serezkyensis,,,,
Soricomorpha,Crocidura_shantungensis,,,,
Soricomorpha,Crocidura_sibirica,,,,
Soricomorpha,Crocidura_sicula,,,,
Soricomorpha,Crocidura_silacea,,,,3.99
Soricomorpha,Crocidura_smithii,,,,
Soricomorpha,Crocidura_somalica,,,,
Soricomorpha,Crocidura_stenocephala,,,,
Soricomorpha,Crocidura_suaveolens,68.97,,32.4,3.49
Soricomorpha,Crocidura_susiana,,,,
Chiroptera,Eptesicus_kobayashii,,,,
Chiroptera,Eptesicus_matroka,,,,1.22
Chiroptera,Eptesicus_nasutus,,,,
Chiroptera,Eptesicus_nilssonii,,,186.0,1.5
Chiroptera,Eptesicus_pachyotis,,,,
Perissodactyla,Equus_kiang,,,,
Perissodactyla,Equus_quagga,,,240.0,
Perissodactyla,Equus_zebra,963.17,653.95,288.0,1.0
Afrosoricida,Eremitalpa_granti,,,24.0,1.36
Rodentia,Eremodipus_lichtensteini,,,,4.86
Rodentia,Erethizon_dorsatum,772.57,,216.0,1.0
Carnivora,Erignathus_barbatus,2199.16,547.5,377.43,1.0
Erinaceomorpha,Erinaceus_amurensis,,,,
Erinaceomorpha,Erinaceus_concolor,199.35,,,5.23
Erinaceomorpha,Erinaceus_europaeus,265.8,,168.0,4.64
Erinaceomorpha,Erinaceus_roumanicus,,,,
Rodentia,Eropeplus_canus,,,,
Chiroptera,Erophylla_bombifrons,,,,
Chiroptera,Erophylla_sezekorni,,,,1.0
Primates,Erythrocebus_patas,1246.07,365.0,286.8,1.01
Chiroptera,Eptesicus_platyops,,,,
Chiroptera,Eptesicus_serotinus,,,72.0,1.5
Chiroptera,Eptesicus_tatei,,,,
Perissodactyla,Equus_asinus,742.46,,564.0,1.0
Perissodactyla,Equus_burchellii,709.82,385.0,480.0,1.0
Perissodactyla,Equus_caballus,834.72,547.5,744.0,1.0
Perissodactyla,Equus_grevyi,1341.92,,312.0,1.0
Perissodactyla,Equus_hemionus,1184.16,547.5,465.6,1.0
Carnivora,Genetta_bourloni,,,,
Carnivora,Genetta_cristata,,,408.0,2.5
Carnivora,Genetta_genetta,1262.74,182.5,408.0,2.29
Carnivora,Genetta_johnstoni,,,,
Carnivora,Genetta_maculata,,,,2.12
Carnivora,Genetta_pardina,,,,
Carnivora,Genetta_piscivora,,,,0.96
Carnivora,Genetta_poensis,,,,
Rodentia,Delomys_collinus,,,,
Rodentia,Delomys_dorsalis,,,,
Rodentia,Delomys_sublineatus,,,,
Cetacea,Delphinapterus_leucas,2104.57,1003.75,480.0,1.02
Cetacea,Delphinus_capensis,,,,
Cetacea,Delphinus_delphis,1473.2,,240.0,0.98
Rodentia,Deltamys_kempi,,,,
Scandentia,Dendrogale_melanura,,,,
Scandentia,Dendrogale_murina,,,,
Hyracoidea,Dendrohyrax_arboreus,510.44,,147.6,1.51
Hyracoidea,Dendrohyrax_dorsalis,439.01,,120.0,1.22
Diprotodontia,Dendrolagus_bennettianus,,365.0,240.0,1.0
Diprotodontia,Dendrolagus_dorianus,,,96.0,1.01
Diprotodontia,Dendrolagus_goodfellowi,,,252.0,1.0
Rodentia,Bibimys_torresi,,,,
Artiodactyla,Bison_bison,921.77,399.0,396.0,0.98
Artiodactyla,Bison_bonasus,841.82,638.75,324.0,1.0
Rodentia,Biswamoyopterus_biswasi,,,,
Rodentia,Blanfordimys_afghanus,,,,3.4
Rodentia,Blanfordimys_bucharensis,,,,
Soricomorpha,Blarina_brevicauda,71.19,,33.0,5.39
Soricomorpha,Blarina_carolinensis,,,,3.95
Soricomorpha,Blarina_hylophaga,,,,
Soricomorpha,Blarina_peninsulae,,,,
Artiodactyla,Babyrousa_togeanensis,,,,
Rodentia,Baiomys_musculus,,,,2.62
Rodentia,Baiomys_taylori,68.35,23.0,39.12,2.52
Cetacea,Balaena_mysticetus,6041.21,1642.5,480.0,1.0
Cetacea,Balaenoptera_acutorostrata,2680.62,469.93,600.0,1.0
Cetacea,Balaenoptera_bonaerensis,,,,
Cetacea,Balaenoptera_borealis,3274.59,730.0,888.0,1.02
Cetacea,Balaenoptera_edeni,1886.85,,864.0,0.97
Soricomorpha,Blarinella_griselda,,,,
Soricomorpha,Blarinella_quadraticauda,,,,
Soricomorpha,Blarinella_wardi,,,,
Rodentia,Blarinomys_breviceps,,,,1.21
Artiodactyla,Blastocerus_dichotomus,,,,0.98
Rodentia,Boromys_offella,,,,
Rodentia,Boromys_torrei,,,,
Lagomorpha,Brachylagus_idahoensis,252.73,39.0,,5.81
Chiroptera,Brachyphylla_cavernarum,,,,1.0
Chiroptera,Brachyphylla_nana,,,,0.98
Rodentia,Brachytarsomys_albicauda,,,,
Rodentia,Brachytarsomys_villosa,,,,
Primates,Brachyteles_arachnoides,2876.24,1028.69,,1.02
Primates,Brachyteles_hypoxanthus,,,,
Rodentia,Brachyuromys_betsileoensis,,,,
Rodentia,Brachyuromys_ramirohitra,,,,
Pilosa,Bradypus_pygmaeus,,,,
Soricomorpha,Crocidura_olivieri,,,,
Soricomorpha,Crocidura_orientalis,,,,
Artiodactyla,Cephalophus_dorsalis,547.46,,204.96,1.0
Artiodactyla,Cephalophus_jentinki,,,210.0,1.0
Artiodactyla,Cephalophus_leucogaster,,,63.96,1.0
Artiodactyla,Cephalophus_natalensis,,235.0,180.0,1.0
Rodentia,Chaetomys_subspinosus,,,,
Cingulata,Chaetophractus_nationi,,,,
Cingulata,Chaetophractus_vellerosus,,,,
Cingulata,Chaetophractus_villosus,280.79,,240.0,1.62
Chiroptera,Chalinolobus_dwyeri,,,,1.34
Chiroptera,Chalinolobus_gouldii,,,,1.41
Chiroptera,Chalinolobus_morio,,,,1.38
Chiroptera,Chalinolobus_neocaledonicus,,,,
Diprotodontia,Dendrolagus_inustus,578.24,,240.0,1.11
Diprotodontia,Dendrolagus_lumholtzi,816.35,435.0,,1.0
Diprotodontia,Dendrolagus_matschiei,949.16,410.0,286.0,1.01
Diprotodontia,Dendrolagus_mbaiso,,,,
Diprotodontia,Dendrolagus_pulcherrimus,,,,
Diprotodontia,Dendrolagus_scottae,,365.0,,1.01
Diprotodontia,Dendrolagus_spadix,,,,1.0
Diprotodontia,Dendrolagus_stellarum,,,,
Diprotodontia,Dendrolagus_ursinus,,,242.4,1.01
Rodentia,Dendromus_insignis,,,,
Rodentia,Dendromus_kahuziensis,,,,3.49
Rodentia,Dendromus_leucostomus,,,,
Rodentia,Dendromus_lovati,,,,
Rodentia,Dendromus_melanotis,,,,3.97
Rodentia,Dendromus_mesomelas,,,39.6,3.94
Rodentia,Dendromus_messorius,,,,2.95
Rodentia,Dendromus_mystacalis,,,,3.45
Rodentia,Dendromus_nyasae,,,,
Rodentia,Dendromus_nyikae,,,,4.62
Rodentia,Dendromus_oreas,,,,
Rodentia,Dendromus_vernayi,,,,
Rodentia,Dendroprionomys_rousseloti,,,,
Rodentia,Deomys_ferrugineus,,,,1.7
Rodentia,Dephomys_defua,,,,2.75
Rodentia,Dephomys_eburneae,,,,
Soricomorpha,Desmana_moschata,,,,3.63
Rodentia,Desmodilliscus_braueri,,,,2.6
Rodentia,Desmodillus_auricularis,,,,2.62
Chiroptera,Desmodus_rotundus,,288.95,234.0,1.0
Rodentia,Desmomys_harringtoni,,,,
Rodentia,Desmomys_yaldeni,,,,
Chiroptera,Diaemus_youngi,,,,
Perissodactyla,Dicerorhinus_sumatrensis,2784.26,1277.5,420.0,1.0
Perissodactyla,Diceros_bicornis,2199.16,1049.37,564.0,1.0
Chiroptera,Diclidurus_albus,,,,1.0
Chiroptera,Diclidurus_ingens,,,,
Chiroptera,Diclidurus_isabellus,,,,
Chiroptera,Diclidurus_scutatus,,,,
Rodentia,Dicrostonyx_groenlandicus,38.61,24.5,,3.78
Rodentia,Dicrostonyx_hudsonius,,,,3.49
Rodentia,Dicrostonyx_nelsoni,,,,
Rodentia,Dicrostonyx_nunatakensis,,,,
Rodentia,Dicrostonyx_richardsoni,,,,
Rodentia,Dicrostonyx_torquatus,,23.0,45.6,3.85
Rodentia,Dicrostonyx_unalascensis,,20.0,,2.79
Rodentia,Dicrostonyx_vinogradovi,,,,
Didelphimorphia,Didelphis_albiventris,315.68,266.87,20.4,6.9
Didelphimorphia,Didelphis_aurita,192.74,,,6.11
Didelphimorphia,Didelphis_imperfecta,,,,
Didelphimorphia,Didelphis_marsupialis,200.88,110.0,32.4,7.09
Didelphimorphia,Didelphis_pernigra,,,,
Didelphimorphia,Didelphis_virginiana,225.55,136.87,60.0,8.62
Rodentia,Dinaromys_bogdanovi,,,,2.5
Rodentia,Dinomys_branickii,,,112.8,1.97
Rodentia,Diomys_crumpi,,,,
Chiroptera,Diphylla_ecaudata,,,,0.99
Carnivora,Diplogale_hosei,,,,
Soricomorpha,Diplomesodon_pulchellum,,,,4.99
Rodentia,Diplomys_caniceps,,,,
Rodentia,Diplomys_labilis,,,,1.18
Rodentia,Diplomys_rufodorsalis,,,,
Rodentia,Diplothrix_legata,,,,
Rodentia,Dipodillus_bottai,,,,
Rodentia,Dipodillus_campestris,,,,4.34
Rodentia,Dipodillus_dasyurus,,,,3.88
Rodentia,Dipodillus_harwoodi,,,,
Rodentia,Dipodillus_jamesi,,,,
Rodentia,Dipodillus_lowei,,,,
Rodentia,Dipodillus_mackilligini,,,,
Rodentia,Dipodillus_maghrebi,,,,
Macroscelidea,Elephantulus_fuscus,,,,1.39
Macroscelidea,Elephantulus_intufi,251.19,67.0,105.6,1.55
Macroscelidea,Elephantulus_myurus,39.82,49.0,13.2,1.84
Macroscelidea,Elephantulus_revoili,,,,
Macroscelidea,Elephantulus_rozeti,,,36.0,2.13
Macroscelidea,Elephantulus_rufescens,61.87,92.6,72.0,1.41
Macroscelidea,Elephantulus_rupestris,,,,1.84
Proboscidea,Elephas_maximus,4014.43,1186.25,960.0,1.41
Rodentia,Eligmodontia_moreni,,,,
Rodentia,Eligmodontia_morgani,,,,
Rodentia,Eligmodontia_puerulus,,,,
Rodentia,Eligmodontia_typus,55.55,,9.6,6.24
Rodentia,Eliomys_melanurus,,,,4.99
Rodentia,Eliomys_munbyanus,,,,
Rodentia,Eliomys_quercinus,566.36,,66.0,4.99
Rodentia,Eliurus_antsingy,,,,
Rodentia,Eliurus_ellermani,,,,
Rodentia,Eliurus_grandidieri,,,,
Rodentia,Eliurus_majori,,,,
Rodentia,Eliurus_minor,,,,
Rodentia,Eliurus_myoxinus,,,,
Rodentia,Eliurus_penicillatus,,,,
Rodentia,Eliurus_petteri,,,,
Rodentia,Eliurus_tanala,,,,
Rodentia,Eliurus_webbi,,,,
Rodentia,Ellobius_alaicus,,,,
Rodentia,Ellobius_fuscocapillus,,,,3.46
Rodentia,Ellobius_lutescens,,,,4.66
Rodentia,Ellobius_talpinus,91.53,35.0,,3.67
Rodentia,Ellobius_tancrei,,,,
Chiroptera,Emballonura_alecto,,,,
Chiroptera,Emballonura_atrata,,,,
Chiroptera,Emballonura_beccarii,,,,
Chiroptera,Emballonura_dianae,,,,
Chiroptera,Emballonura_furax,,,,
Chiroptera,Emballonura_monticola,,,,1.0
Chiroptera,Emballonura_raffrayana,,,,
Chiroptera,Emballonura_semicaudata,,,,
Chiroptera,Emballonura_serii,,,,
Chiroptera,Enchisthenes_hartii,,,,0.99
Chiroptera,Hesperoptenus_doriae,,,,
Chiroptera,Hesperoptenus_gaskelli,,,,
Chiroptera,Hesperoptenus_tickelli,,,,1.0
Chiroptera,Hesperoptenus_tomesi,,,,
Rodentia,Heterocephalus_glaber,,81.1,120.0,11.3
Hyracoidea,Heterohyrax_brucei,510.44,365.0,168.0,1.89
Rodentia,Heteromys_anomalus,,,,2.83
Rodentia,Heteromys_australis,,,,2.75
Rodentia,Heteromys_desmarestianus,237.85,,,3.06
Rodentia,Lagostomus_maximus,287.76,,112.8,1.93
