order,species,maturity_age_d
Artiodactyla,Camelus_dromedarius,1947.94
Carnivora,Canis_adustus,249.88
Carnivora,Canis_aureus,371.23
Carnivora,Canis_latrans,372.9
Carnivora,Canis_lupus,679.37
Artiodactyla,Bos_frontalis,610.97
Artiodactyla,Bos_grunniens,755.15
Artiodactyla,Bos_javanicus,797.31
Primates,Callicebus_cupreus,NA
Primates,Callicebus_discolor,NA
Primates,Callicebus_donacophilus,NA
Primates,Callicebus_dubius,NA
Primates,Callicebus_hoffmannsi,NA
Primates,Callicebus_lucifer,NA
Primates,Callicebus_lugens,NA
Primates,Callicebus_medemi,NA
Primates,Callicebus_melanochir,NA
Primates,Callicebus_modestus,NA
Didelphimorphia,Caluromys_derbianus,251.71
Didelphimorphia,Caluromys_lanatus,NA
Didelphimorphia,Caluromys_philander,314.52
Didelphimorphia,Caluromysiops_irrupta,NA
Cingulata,Calyptophractus_retusus,NA
Artiodactyla,Camelus_bactrianus,1330.6
Artiodactyla,Bos_sauveli,755.15
Artiodactyla,Bos_taurus,755.15
Artiodactyla,Boselaphus_tragocamelus,NA
Rodentia,Brachiones_przewalskii,NA
Carnivora,Canis_mesomelas,241.4
Carnivora,Canis_simensis,754.74
Rodentia,Cannomys_badius,NA
Rodentia,Cansumys_canus,NA
Cetacea,Caperea_marginata,NA
Artiodactyla,Capra_caucasica,1015
Artiodactyla,Capra_falconeri,1015
Artiodactyla,Capra_hircus,498.97
Artiodactyla,Capra_ibex,838.54
Erinaceomorpha,Atelerix_algirus,NA
Erinaceomorpha,Atelerix_frontalis,411.43
Erinaceomorpha,Atelerix_sclateri,NA
Primates,Ateles_belzebuth,NA
Primates,Ateles_chamek,NA
Primates,Ateles_fusciceps,1799.68
Primates,Ateles_geoffroyi,2104.57
Primates,Ateles_hybridus,NA
Primates,Ateles_marginatus,NA
Primates,Ateles_paniscus,2104.57
Primates,Callicebus_moloch,1262.74
Primates,Callicebus_nigrifrons,NA
Primates,Callicebus_oenanthe,NA
Primates,Callicebus_olallae,NA
Primates,Callicebus_ornatus,NA
Primates,Callicebus_pallescens,NA
Primates,Callicebus_personatus,NA
Primates,Callicebus_purinus,NA
Primates,Callicebus_regulus,NA
Primates,Callicebus_stephennashi,NA
Primates,Callicebus_torquatus,1683.65
Primates,Callimico_goeldii,413.84
Rodentia,Callistomys_pictus,NA
Primates,Callithrix_acariensis,NA
Primates,Callithrix_argentata,701.52
Primates,Callithrix_aurita,NA
Primates,Callithrix_chrysoleuca,NA
Primates,Callithrix_emiliae,NA
Primates,Callithrix_flaviceps,NA
Primates,Callithrix_geoffroyi,NA
Primates,Callithrix_humeralifera,NA
Primates,Callithrix_humilis,NA
Primates,Callithrix_intermedia,NA
Primates,Callithrix_jacchus,455.99
Primates,Callithrix_kuhlii,NA
Primates,Callithrix_leucippe,NA
Primates,Callithrix_manicorensis,NA
Primates,Callithrix_marcai,NA
Primates,Callithrix_mauesi,NA
Primates,Callithrix_melanura,NA
Primates,Callithrix_nigriceps,NA
Primates,Callithrix_penicillata,NA
Primates,Callithrix_pygmaea,708.5
Primates,Callithrix_saterei,NA
Carnivora,Callorhinus_ursinus,1683.65
Rodentia,Callosciurus_adamsi,NA
Rodentia,Callosciurus_albescens,NA
Rodentia,Callosciurus_baluensis,NA
Rodentia,Callosciurus_caniceps,NA
Rodentia,Callosciurus_erythraeus,NA
Rodentia,Callosciurus_finlaysonii,NA
Rodentia,Callosciurus_inornatus,NA
Rodentia,Callosciurus_melanogaster,NA
Rodentia,Callosciurus_nigrovittatus,NA
Rodentia,Callosciurus_notatus,413.84
Rodentia,Callosciurus_orestes,NA
Rodentia,Callosciurus_phayrei,NA
Rodentia,Callosciurus_prevostii,NA
Rodentia,Callosciurus_pygerythrus,NA
Rodentia,Callosciurus_quinquestriatus,NA
Rodentia,Calomys_boliviae,NA
Rodentia,Calomys_callidus,13.57
Rodentia,Calomys_callosus,43.18
Rodentia,Calomys_expulsus,NA
Rodentia,Calomys_hummelincki,NA
Rodentia,Calomys_laucha,NA
Rodentia,Calomys_lepidus,NA
Rodentia,Calomys_musculinus,76.03
Rodentia,Calomys_sorellus,NA
Rodentia,Calomys_tener,NA
Rodentia,Calomys_tocantinsi,NA
Rodentia,Calomys_venustus,NA
Rodentia,Calomyscus_bailwardi,NA
Rodentia,Calomyscus_baluchi,NA
Rodentia,Calomyscus_elburzensis,NA
Rodentia,Calomyscus_grandis,NA
Rodentia,Calomyscus_hotsoni,NA
Rodentia,Calomyscus_mystax,NA
Rodentia,Calomyscus_tsolovi,NA
Rodentia,Calomyscus_urartensis,NA
Diprotodontia,Caloprymnus_campestris,NA
Carnivora,Atelocynus_microtis,NA
Rodentia,Atherurus_africanus,NA
Rodentia,Atherurus_macrourus,NA
Carnivora,Atilax_paludinosus,234.83
Rodentia,Atlantoxerus_getulus,NA
Rodentia,Auliscomys_boliviensis,NA
Rodentia,Auliscomys_pictus,NA
Rodentia,Auliscomys_sublimis,NA
Primates,Avahi_laniger,NA
Primates,Avahi_occidentalis,NA
Primates,Avahi_unicolor,NA
Artiodactyla,Axis_axis,543.68
Artiodactyla,Axis_calamianensis,NA
Artiodactyla,Axis_kuhlii,NA
Artiodactyla,Axis_porcinus,464.04
Artiodactyla,Babyrousa_babyrussa,362.5
Artiodactyla,Babyrousa_bolabatuensis,NA
Artiodactyla,Babyrousa_celebensis,NA
Cetacea,Balaenoptera_musculus,1959.8
Cetacea,Balaenoptera_physalus,2666.41
Chiroptera,Balantiopteryx_infusca,NA
Chiroptera,Balantiopteryx_io,NA
Chiroptera,Balantiopteryx_plicata,NA
Chiroptera,Balionycteris_maculata,NA
Rodentia,Bandicota_bengalensis,63.52
Rodentia,Bandicota_indica,145.81
Artiodactyla,Cephalophus_niger,NA
Artiodactyla,Cephalophus_nigrifrons,NA
Artiodactyla,Cephalophus_ogilbyi,NA
Artiodactyla,Cephalophus_rufilatus,NA
Artiodactyla,Cephalophus_silvicultor,NA
Artiodactyla,Cephalophus_spadix,NA
Artiodactyla,Cephalophus_weynsi,NA
Artiodactyla,Cephalophus_zebra,NA
Cetacea,Cephalorhynchus_commersonii,2207.29
Cetacea,Cephalorhynchus_eutropia,NA
Cetacea,Cephalorhynchus_heavisidii,NA
Cetacea,Cephalorhynchus_hectori,2768.53
Perissodactyla,Ceratotherium_simum,2741.23
Diprotodontia,Cercartetus_caudatus,464.04
Diprotodontia,Cercartetus_concinnus,NA
Diprotodontia,Cercartetus_lepidus,NA
Diprotodontia,Cercartetus_nanus,193.8
Primates,Cercocebus_agilis,NA
Primates,Cercocebus_atys,1321.67
Primates,Cercocebus_chrysogaster,NA
Primates,Cercocebus_galeritus,2735.94
Primates,Cercocebus_sanjei,NA
Primates,Cercocebus_torquatus,1318.86
Primates,Cercopithecus_albogularis,NA
Primates,Cercopithecus_ascanius,1718.73
Primates,Cercopithecus_campbelli,NA
Primates,Cercopithecus_cephus,1521.9
Primates,Cercopithecus_denti,NA
Primates,Cercopithecus_diana,2279.95
Primates,Cercopithecus_doggetti,NA
Primates,Cercopithecus_dryas,NA
Primates,Cercopithecus_erythrogaster,NA
Primates,Cercopithecus_erythrotis,NA
Primates,Cercopithecus_hamlyni,NA
Primates,Cercopithecus_kandti,NA
Primates,Cercopithecus_lhoesti,NA
Primates,Cercopithecus_lowei,NA
Primates,Cercopithecus_mitis,2049.25
Primates,Cercopithecus_mona,NA
Primates,Cercopithecus_neglectus,2076.39
Primates,Cercopithecus_nictitans,1684.59
Primates,Cercopithecus_petaurista,NA
Primates,Cercopithecus_pogonias,1684.59
Primates,Cercopithecus_preussi,NA
Primates,Cercopithecus_roloway,NA
Primates,Cercopithecus_sclateri,NA
Primates,Cercopithecus_solatus,NA
Primates,Cercopithecus_wolfi,NA
Carnivora,Cerdocyon_thous,279.15
Artiodactyla,Cervus_elaphus,659.91
Artiodactyla,Cervus_nippon,518.12
Chiroptera,Chaerephon_aloysiisabaudiae,NA
Chiroptera,Chaerephon_ansorgei,NA
Chiroptera,Chaerephon_bemmeleni,NA
Chiroptera,Chaerephon_bivittatus,NA
Chiroptera,Chaerephon_bregullae,NA
Chiroptera,Chaerephon_chapini,NA
Chiroptera,Chaerephon_gallagheri,NA
Chiroptera,Chaerephon_jobensis,NA
Chiroptera,Chaerephon_johorensis,NA
Chiroptera,Chaerephon_leucogaster,NA
Chiroptera,Chaerephon_major,NA
Chiroptera,Chaerephon_nigeriae,NA
Chiroptera,Chaerephon_plicatus,NA
Chiroptera,Chaerephon_pumilus,140.97
Chiroptera,Chaerephon_russatus,NA
Chiroptera,Chaerephon_shortridgei,NA
Chiroptera,Chaerephon_solomonis,NA
Chiroptera,Chaerephon_tomensis,NA
Peramelemorphia,Chaeropus_ecaudatus,NA
Rodentia,Chaetocauda_sichuanensis,NA
Rodentia,Chaetodipus_arenarius,NA
Rodentia,Chaetodipus_artus,NA
Rodentia,Chaetodipus_baileyi,NA
Rodentia,Chaetodipus_californicus,NA
Rodentia,Chaetodipus_dalquesti,NA
Rodentia,Chaetodipus_eremicus,NA
Rodentia,Chaetodipus_fallax,168.83
Rodentia,Chaetodipus_formosus,377.57
Rodentia,Chaetodipus_goldmani,NA
Rodentia,Chaetodipus_hispidus,NA
Rodentia,Chaetodipus_intermedius,NA
Rodentia,Chaetodipus_lineatus,NA
Rodentia,Chaetodipus_nelsoni,NA
Rodentia,Chaetodipus_penicillatus,NA
Rodentia,Chaetodipus_pernix,NA
Rodentia,Chaetodipus_rudinoris,NA
Rodentia,Chaetodipus_spinatus,NA
Rodentia,Cricetulus_barabensis,NA
Rodentia,Cricetulus_kamensis,NA
Rodentia,Cricetulus_longicaudatus,NA
Rodentia,Cricetulus_migratorius,NA
Rodentia,Cricetulus_sokolovi,NA
Rodentia,Cricetus_cricetus,86.48
Soricomorpha,Crocidura_aleksandrisi,NA
Soricomorpha,Crocidura_allex,NA
Soricomorpha,Crocidura_andamanensis,NA
Soricomorpha,Crocidura_ansellorum,NA
Soricomorpha,Crocidura_arabica,NA
Soricomorpha,Crocidura_arispa,NA
Soricomorpha,Crocidura_armenica,NA
Soricomorpha,Crocidura_attenuata,NA
Soricomorpha,Crocidura_attila,NA
Soricomorpha,Crocidura_baileyi,NA
Soricomorpha,Crocidura_baluensis,NA
Soricomorpha,Crocidura_batesi,NA
Soricomorpha,Crocidura_beatus,NA
Soricomorpha,Crocidura_beccarii,NA
Soricomorpha,Crocidura_bottegi,NA
Soricomorpha,Crocidura_bottegoides,NA
Soricomorpha,Crocidura_brunnea,NA
Soricomorpha,Crocidura_buettikoferi,NA
Soricomorpha,Crocidura_caliginea,NA
Soricomorpha,Crocidura_canariensis,NA
Soricomorpha,Crocidura_caspica,NA
Soricomorpha,Crocidura_cinderella,NA
Soricomorpha,Crocidura_congobelgica,NA
Soricomorpha,Crocidura_crenata,NA
Soricomorpha,Crocidura_crossei,NA
Soricomorpha,Crocidura_cyanea,NA
Soricomorpha,Crocidura_denti,NA
Soricomorpha,Crocidura_desperata,NA
Soricomorpha,Crocidura_dhofarensis,NA
Soricomorpha,Crocidura_dolichura,NA
Soricomorpha,Crocidura_douceti,NA
Soricomorpha,Crocidura_dsinezumi,NA
Soricomorpha,Crocidura_eisentrauti,NA
Soricomorpha,Crocidura_elgonius,NA
Soricomorpha,Crocidura_elongata,NA
Soricomorpha,Crocidura_erica,NA
Soricomorpha,Crocidura_fischeri,NA
Soricomorpha,Crocidura_flavescens,NA
Soricomorpha,Crocidura_floweri,NA
Soricomorpha,Crocidura_foetida,NA
Soricomorpha,Crocidura_foxi,NA
Soricomorpha,Crocidura_fuliginosa,NA
Soricomorpha,Crocidura_fulvastra,NA
Soricomorpha,Crocidura_fumosa,NA
Soricomorpha,Crocidura_fuscomurina,NA
Soricomorpha,Crocidura_glassi,NA
Soricomorpha,Crocidura_gmelini,NA
Soricomorpha,Crocidura_goliath,NA
Soricomorpha,Crocidura_gracilipes,NA
Soricomorpha,Crocidura_grandiceps,NA
Soricomorpha,Crocidura_grandis,NA
Soricomorpha,Crocidura_grassei,NA
Soricomorpha,Crocidura_grayi,NA
Soricomorpha,Crocidura_greenwoodi,NA
Soricomorpha,Crocidura_harenna,NA
Soricomorpha,Crocidura_hildegardeae,NA
Soricomorpha,Crocidura_hilliana,NA
Soricomorpha,Crocidura_hirta,NA
Soricomorpha,Crocidura_hispida,NA
Soricomorpha,Crocidura_orii,NA
Soricomorpha,Crocidura_palawanensis,NA
Soricomorpha,Crocidura_paradoxura,NA
Soricomorpha,Crocidura_parvipes,NA
Soricomorpha,Crocidura_pasha,NA
Soricomorpha,Crocidura_pergrisea,NA
Soricomorpha,Crocidura_phaeura,NA
Soricomorpha,Crocidura_picea,NA
Soricomorpha,Crocidura_pitmani,NA
Soricomorpha,Crocidura_planiceps,NA
Soricomorpha,Crocidura_poensis,NA
Soricomorpha,Crocidura_polia,NA
Soricomorpha,Crocidura_pullata,NA
Soricomorpha,Crocidura_raineyi,NA
Soricomorpha,Crocidura_ramona,NA
Soricomorpha,Crocidura_rapax,NA
Soricomorpha,Crocidura_religiosa,NA
Soricomorpha,Crocidura_rhoditis,NA
Soricomorpha,Crocidura_roosevelti,NA
Soricomorpha,Crocidura_russula,66.88
Soricomorpha,Crocidura_selina,NA
Soricomorpha,Crocidura_serezkyensis,NA
Soricomorpha,Crocidura_shantungensis,NA
Soricomorpha,Crocidura_sibirica,NA
Soricomorpha,Crocidura_sicula,NA
Soricomorpha,Crocidura_silacea,NA
Soricomorpha,Crocidura_smithii,NA
Soricomorpha,Crocidura_somalica,NA
Soricomorpha,Crocidura_stenocephala,NA
Soricomorpha,Crocidura_suaveolens,68.97
Soricomorpha,Crocidura_susiana,NA
Chiroptera,Eptesicus_kobayashii,NA
Chiroptera,Eptesicus_matroka,NA
Chiroptera,Eptesicus_nasutus,NA
Chiroptera,Eptesicus_nilssonii,NA
Chiroptera,Eptesicus_pachyotis,NA
Perissodactyla,Equus_kiang,NA
Perissodactyla,Equus_quagga,NA
Perissodactyla,Equus_zebra,963.17
Afrosoricida,Eremitalpa_granti,NA
Rodentia,Eremodipus_lichtensteini,NA
Rodentia,Erethizon_dorsatum,772.57
Carnivora,Erignathus_barbatus,2199.16
Erinaceomorpha,Erinaceus_amurensis,NA
Erinaceomorpha,Erinaceus_concolor,199.35
Erinaceomorpha,Erinaceus_europaeus,265.8
Erinaceomorpha,Erinaceus_roumanicus,NA
Rodentia,Eropeplus_canus,NA
Chiroptera,Erophylla_bombifrons,NA
Chiroptera,Erophylla_sezekorni,NA
Primates,Erythrocebus_patas,1246.07
Chiroptera,Eptesicus_platyops,NA
Chiroptera,Eptesicus_serotinus,NA
Chiroptera,Eptesicus_tatei,NA
Perissodactyla,Equus_asinus,742.46
Perissodactyla,Equus_burchellii,709.82
Perissodactyla,Equus_caballus,834.72
Perissodactyla,Equus_grevyi,1341.92
Perissodactyla,Equus_hemionus,1184.16
Carnivora,Genetta_bourloni,NA
Carnivora,Genetta_cristata,NA
Carnivora,Genetta_genetta,1262.74
Carnivora,Genetta_johnstoni,NA
Carnivora,Genetta_maculata,NA
Carnivora,Genetta_pardina,NA
Carnivora,Genetta_piscivora,NA
Carnivora,Genetta_poensis,NA
Rodentia,Delomys_collinus,NA
Rodentia,Delomys_dorsalis,NA
Rodentia,Delomys_sublineatus,NA
Cetacea,Delphinapterus_leucas,2104.57
Cetacea,Delphinus_capensis,NA
Cetacea,Delphinus_delphis,1473.2
Rodentia,Deltamys_kempi,NA
Scandentia,Dendrogale_melanura,NA
Scandentia,Dendrogale_murina,NA
Hyracoidea,Dendrohyrax_arboreus,510.44
Hyracoidea,Dendrohyrax_dorsalis,439.01
Diprotodontia,Dendrolagus_bennettianus,NA
Diprotodontia,Dendrolagus_dorianus,NA
Diprotodontia,Dendrolagus_goodfellowi,NA
Rodentia,Bibimys_torresi,NA
Artiodactyla,Bison_bison,921.77
Artiodactyla,Bison_bonasus,841.82
Rodentia,Biswamoyopterus_biswasi,NA
Rodentia,Blanfordimys_afghanus,NA
Rodentia,Blanfordimys_bucharensis,NA
Soricomorpha,Blarina_brevicauda,71.19
Soricomorpha,Blarina_carolinensis,NA
Soricomorpha,Blarina_hylophaga,NA
Soricomorpha,Blarina_peninsulae,NA
Artiodactyla,Babyrousa_togeanensis,NA
Rodentia,Baiomys_musculus,NA
Rodentia,Baiomys_taylori,68.35
Cetacea,Balaena_mysticetus,6041.21
Cetacea,Balaenoptera_acutorostrata,2680.62
Cetacea,Balaenoptera_bonaerensis,NA
Cetacea,Balaenoptera_borealis,3274.59
Cetacea,Balaenoptera_edeni,1886.85
Soricomorpha,Blarinella_griselda,NA
Soricomorpha,Blarinella_quadraticauda,NA
Soricomorpha,Blarinella_wardi,NA
Rodentia,Blarinomys_breviceps,NA
Artiodactyla,Blastocerus_dichotomus,NA
Rodentia,Boromys_offella,NA
Rodentia,Boromys_torrei,NA
Lagomorpha,Brachylagus_idahoensis,252.73
Chiroptera,Brachyphylla_cavernarum,NA
Chiroptera,Brachyphylla_nana,NA
Rodentia,Brachytarsomys_albicauda,NA
Rodentia,Brachytarsomys_villosa,NA
Primates,Brachyteles_arachnoides,2876.24
Primates,Brachyteles_hypoxanthus,NA
Rodentia,Brachyuromys_betsileoensis,NA
Rodentia,Brachyuromys_ramirohitra,NA
Pilosa,Bradypus_pygmaeus,NA
Soricomorpha,Crocidura_olivieri,NA
Soricomorpha,Crocidura_orientalis,NA
Artiodactyla,Cephalophus_dorsalis,547.46
Artiodactyla,Cephalophus_jentinki,NA
Artiodactyla,Cephalophus_leucogaster,NA
Artiodactyla,Cephalophus_natalensis,NA
Rodentia,Chaetomys_subspinosus,NA
Cingulata,Chaetophractus_nationi,NA
Cingulata,Chaetophractus_vellerosus,NA
Cingulata,Chaetophractus_villosus,280.79
Chiroptera,Chalinolobus_dwyeri,NA
Chiroptera,Chalinolobus_gouldii,NA
Chiroptera,Chalinolobus_morio,NA
Chiroptera,Chalinolobus_neocaledonicus,NA
Diprotodontia,Dendrolagus_inustus,578.24
Diprotodontia,Dendrolagus_lumholtzi,816.35
Diprotodontia,Dendrolagus_matschiei,949.16
Diprotodontia,Dendrolagus_mbaiso,NA
Diprotodontia,Dendrolagus_pulcherrimus,NA
Diprotodontia,Dendrolagus_scottae,NA
Diprotodontia,Dendrolagus_spadix,NA
Diprotodontia,Dendrolagus_stellarum,NA
Diprotodontia,Dendrolagus_ursinus,NA
Rodentia,Dendromus_insignis,NA
Rodentia,Dendromus_kahuziensis,NA
Rodentia,Dendromus_leucostomus,NA
Rodentia,Dendromus_lovati,NA
Rodentia,Dendromus_melanotis,NA
Rodentia,Dendromus_mesomelas,NA
Rodentia,Dendromus_messorius,NA
Rodentia,Dendromus_mystacalis,NA
Rodentia,Dendromus_nyasae,NA
Rodentia,Dendromus_nyikae,NA
Rodentia,Dendromus_oreas,NA
Rodentia,Dendromus_vernayi,NA
Rodentia,Dendroprionomys_rousseloti,NA
Rodentia,Deomys_ferrugineus,NA
Rodentia,Dephomys_defua,NA
Rodentia,Dephomys_eburneae,NA
Soricomorpha,Desmana_moschata,NA
Rodentia,Desmodilliscus_braueri,NA
Rodentia,Desmodillus_auricularis,NA
Chiroptera,Desmodus_rotundus,NA
Rodentia,Desmomys_harringtoni,NA
Rodentia,Desmomys_yaldeni,NA
Chiroptera,Diaemus_youngi,NA
Perissodactyla,Dicerorhinus_sumatrensis,2784.26
Perissodactyla,Diceros_bicornis,2199.16
Chiroptera,Diclidurus_albus,NA
Chiroptera,Diclidurus_ingens,NA
Chiroptera,Diclidurus_isabellus,NA
Chiroptera,Diclidurus_scutatus,NA
Rodentia,Dicrostonyx_groenlandicus,38.61
Rodentia,Dicrostonyx_hudsonius,NA
Rodentia,Dicrostonyx_nelsoni,NA
Rodentia,Dicrostonyx_nunatakensis,NA
Rodentia,Dicrostonyx_richardsoni,NA
Rodentia,Dicrostonyx_torquatus,NA
Rodentia,Dicrostonyx_unalascensis,NA
Rodentia,Dicrostonyx_vinogradovi,NA
Didelphimorphia,Didelphis_albiventris,315.68
Didelphimorphia,Didelphis_aurita,192.74
Didelphimorphia,Didelphis_imperfecta,NA
Didelphimorphia,Didelphis_marsupialis,200.88
Didelphimorphia,Didelphis_pernigra,NA
Didelphimorphia,Didelphis_virginiana,225.55
Rodentia,Dinaromys_bogdanovi,NA
Rodentia,Dinomys_branickii,NA
Rodentia,Diomys_crumpi,NA
Chiroptera,Diphylla_ecaudata,NA
Carnivora,Diplogale_hosei,NA
Soricomorpha,Diplomesodon_pulchellum,NA
Rodentia,Diplomys_caniceps,NA
Rodentia,Diplomys_labilis,NA
Rodentia,Diplomys_rufodorsalis,NA
Rodentia,Diplothrix_legata,NA
Rodentia,Dipodillus_bottai,NA
Rodentia,Dipodillus_campestris,NA
Rodentia,Dipodillus_dasyurus,NA
Rodentia,Dipodillus_harwoodi,NA
Rodentia,Dipodillus_jamesi,NA
Rodentia,Dipodillus_lowei,NA
Rodentia,Dipodillus_mackilligini,NA
Rodentia,Dipodillus_maghrebi,NA
Macroscelidea,Elephantulus_fuscus,NA
Macroscelidea,Elephantulus_intufi,251.19
Macroscelidea,Elephantulus_myurus,39.82
Macroscelidea,Elephantulus_revoili,NA
Macroscelidea,Elephantulus_rozeti,NA
Macroscelidea,Elephantulus_rufescens,61.87
Macroscelidea,Elephantulus_rupestris,NA
Proboscidea,Elephas_maximus,4014.43
Rodentia,Eligmodontia_moreni,NA
Rodentia,Eligmodontia_morgani,NA
Rodentia,Eligmodontia_puerulus,NA
Rodentia,Eligmodontia_typus,55.55
Rodentia,Eliomys_melanurus,NA
Rodentia,Eliomys_munbyanus,NA
Rodentia,Eliomys_quercinus,566.36
Rodentia,Eliurus_antsingy,NA
Rodentia,Eliurus_ellermani,NA
Rodentia,Eliurus_grandidieri,NA
Rodentia,Eliurus_majori,NA
Rodentia,Eliurus_minor,NA
Rodentia,Eliurus_myoxinus,NA
Rodentia,Eliurus_penicillatus,NA
Rodentia,Eliurus_petteri,NA
Rodentia,Eliurus_tanala,NA
Rodentia,Eliurus_webbi,NA
Rodentia,Ellobius_alaicus,NA
Rodentia,Ellobius_fuscocapillus,NA
Rodentia,Ellobius_lutescens,NA
Rodentia,Ellobius_talpinus,91.53
Rodentia,Ellobius_tancrei,NA
Chiroptera,Emballonura_alecto,NA
Chiroptera,Emballonura_atrata,NA
Chiroptera,Emballonura_beccarii,NA
Chiroptera,Emballonura_dianae,NA
Chiroptera,Emballonura_furax,NA
Chiroptera,Emballonura_monticola,NA
Chiroptera,Emballonura_raffrayana,NA
Chiroptera,Emballonura_semicaudata,NA
Chiroptera,Emballonura_serii,NA
Chiroptera,Enchisthenes_hartii,NA
Chiroptera,Hesperoptenus_doriae,NA
Chiroptera,Hesperoptenus_gaskelli,NA
Chiroptera,Hesperoptenus_tickelli,NA
Chiroptera,Hesperoptenus_tomesi,NA
Rodentia,Heterocephalus_glaber,NA
Hyracoidea,Heterohyrax_brucei,510.44
Rodentia,Heteromys_anomalus,NA
Rodentia,Heteromys_australis,NA
Rodentia,Heteromys_desmarestianus,237.85
Rodentia,Lagostomus_maximus,287.76
Diprotodontia,Lagostrophus_fasciatus,391.96
Primates,Lagothrix_cana,NA
Primates,Lagothrix_lagotricha,1729.33
Primates,Lagothrix_lugens,NA
Primates,Lagothrix_poeppigii,NA
Rodentia,Lagurus_lagurus,41.82
Artiodactyla,Lama_glama,676.66
Rodentia,Lamottemys_okuensis,NA
Artiodactyla,Eudorcas_rufina,NA
Artiodactyla,Eudorcas_thomsonii,418.38
Primates,Eulemur_albifrons,NA
Primates,Eulemur_albocollaris,NA
Primates,Eulemur_cinereiceps,NA
Primates,Eulemur_collaris,NA
Primates,Eulemur_coronatus,701.52
Primates,Eulemur_fulvus,791.75
Primates,Eulemur_macaco,660.75
Primates,Eulemur_mongoz,1060.7
Primates,Eulemur_rubriventer,566.36
Primates,Eulemur_rufus,NA
Primates,Eulemur_sanfordi,NA
Carnivora,Eumetopias_jubatus,1965.83
Primates,Galago_thomasi,NA
Primates,Galago_zanzibaricus,322.75
Rodentia,Galea_flavidens,77.03
Rodentia,Galea_musteloides,55.92
Rodentia,Galea_spixii,91.47
Soricomorpha,Galemys_pyrenaicus,371.23
Rodentia,Galenomys_garleppi,NA
Dermoptera,Galeopterus_variegates,NA
Carnivora,Galerella_flavescens,NA
Carnivora,Galerella_ochracea,NA
Carnivora,Galerella_pulverulenta,NA
Carnivora,Galerella_sanguinea,465.57
Carnivora,Galictis_cuja,NA
Carnivora,Galictis_vittata,NA
Carnivora,Galidia_elegans,742.46
Carnivora,Galidictis_fasciata,NA
Carnivora,Galidictis_grandidieri,NA
Artiodactyla,Gazella_arabica,NA
Artiodactyla,Gazella_bennettii,NA
Artiodactyla,Gazella_cuvieri,NA
Artiodactyla,Gazella_dorcas,620.76
Artiodactyla,Gazella_erlangeri,NA
Artiodactyla,Gazella_gazella,485.11
Artiodactyla,Gazella_leptoceros,NA
Artiodactyla,Gazella_saudiya,NA
Artiodactyla,Gazella_spekei,403.21
Artiodactyla,Gazella_subgutturosa,413.84
Carnivora,Genetta_abyssinica,NA
Carnivora,Genetta_angolensis,NA
Rodentia,Gerbillus_gerbillus,NA
Rodentia,Gerbillus_gleadowi,NA
Rodentia,Gerbillus_grobbeni,NA
Rodentia,Bandicota_savilei,NA
Chiroptera,Barbastella_barbastellus,NA
Chiroptera,Barbastella_leucomelas,NA
Carnivora,Bassaricyon_alleni,NA
Carnivora,Bassaricyon_beddardi,NA
Carnivora,Bassaricyon_gabbii,607.2
Carnivora,Bassaricyon_lasius,NA
Carnivora,Bassaricyon_pauli,NA
Carnivora,Bassariscus_astutus,278.08
Carnivora,Bassariscus_sumichrasti,841.82
Rodentia,Bathyergus_janetta,NA
Rodentia,Bathyergus_suillus,NA
Rodentia,Batomys_dentatus,NA
Rodentia,Batomys_granti,NA
Rodentia,Batomys_russatus,NA
Rodentia,Batomys_salomonseni,NA
Chiroptera,Bauerus_dubiaquercus,NA
Carnivora,Bdeogale_crassicauda,NA
Carnivora,Bdeogale_jacksoni,NA
Carnivora,Bdeogale_nigripes,NA
Rodentia,Beamys_hindei,181.13
Rodentia,Beamys_major,NA
Artiodactyla,Beatragus_hunteri,NA
Rodentia,Belomys_pearsonii,NA
Cetacea,Berardius_arnuxii,NA
Cetacea,Berardius_bairdii,5050.97
Rodentia,Berylmys_berdmorei,NA
Rodentia,Berylmys_bowersi,NA
Rodentia,Berylmys_mackenziei,NA
Rodentia,Berylmys_manipulus,NA
Diprotodontia,Bettongia_gaimardi,303.62
Diprotodontia,Bettongia_lesueur,250.53
Diprotodontia,Bettongia_penicillata,198.41
Diprotodontia,Bettongia_tropica,341.28
Rodentia,Bibimys_chacoensis,NA
Rodentia,Bibimys_labiosus,NA
Pilosa,Bradypus_torquatus,NA
Pilosa,Bradypus_tridactylus,NA
Pilosa,Bradypus_variegatus,NA
Rodentia,Brotomys_contractus,NA
Rodentia,Brotomys_voratus,NA
Rodentia,Brucepattersonius_albinasus,NA
Rodentia,Brucepattersonius_griserufescens,NA
Rodentia,Brucepattersonius_guarani,NA
Rodentia,Brucepattersonius_igniventris,NA
Rodentia,Brucepattersonius_iheringi,NA
Rodentia,Brucepattersonius_misionensis,NA
Rodentia,Brucepattersonius_paradisus,NA
Rodentia,Brucepattersonius_soricinus,NA
Artiodactyla,Bubalus_bubalis,755.15
Artiodactyla,Bubalus_depressicornis,755.15
Artiodactyla,Bubalus_mindorensis,755.15
Artiodactyla,Bubalus_quarlesi,755.15
Artiodactyla,Budorcas_taxicolor,928.08
Rodentia,Bullimus_bagobus,NA
Rodentia,Bullimus_gamay,NA
Rodentia,Bullimus_luzonicus,NA
